id,token,user_id_from_filename,label,root_time_unix,root_likes,root_comments,root_reposts,cascade_size,forward_count_estimated,propagation_depth,depth_mean,depth_median,max_breadth,time_to_root_min_s,time_to_root_median_s,time_to_root_mean_s,time_to_root_max_s,virality_score_mean_depth,repost_file_found
1263,zbcUjDs7B,2332527200,rumor,1356317193,11,277,781,747,500,6,1.510040,1.000000,500,28886.000000,37567.000000,176184.725569,14125938.000000,1.510040,True
1266,zt2XosLxh,2953417731,rumor,1366453928,2,33,473,443,354,3,1.270880,1.000000,354,29167.000000,79889.000000,141312.225734,2164913.000000,1.270880,True
1267,ywHzWEMJ2,1285020581,rumor,1344689017,7,79,161,145,89,8,1.896552,1.000000,89,28833.000000,36630.000000,58378.937931,1158887.000000,1.896552,True
1268,zsslDFUu1,1729908110,rumor,1366118411,12,51,112,109,95,3,1.137615,1.000000,95,28840.000000,30847.000000,36516.532110,128344.000000,1.137615,True
1269,AD1nI2dc6,1576214400,rumor,1395963528,34,34,186,181,22,2,1.877778,2.000000,158,31875.000000,59349.000000,60297.745856,82200.000000,1.877778,True
126,yw7wjz5wc,1644943222,rumor,1344358546,11,210,635,601,332,8,1.795341,1.000000,332,28866.000000,77638.000000,96970.745424,6224600.000000,1.795341,True
1270,zoVi0BOsg,1781645302,rumor,1364110784,1,28,122,117,32,7,2.358974,2.000000,53,28910.000000,37602.000000,220771.837607,2317108.000000,2.358974,True
1271,zoD6eAOA3,2591929872,rumor,1363944077,6,214,92,89,83,2,1.067416,1.000000,83,28871.000000,32367.000000,57086.224719,656342.000000,1.067416,True
1274,ywa6o06gM,1689620641,rumor,1344382207,1,102,373,350,233,8,1.605714,1.000000,233,28870.000000,34103.000000,136625.068571,3448031.000000,1.605714,True
1275,Aw7QVm8JZ,2798210755,rumor,1392045308,34,123,141,135,96,2,1.283582,1.000000,96,28880.000000,56836.000000,244104.748148,2171318.000000,1.283582,True
1276,zrc04kyS6,2141844925,rumor,1365400370,21,139,696,639,312,11,2.386541,2.000000,312,28924.000000,54325.000000,430389.581505,54533644.000000,2.386541,True
1277,A5lS3BmpE,2738894620,rumor,1376831891,8,38,151,144,78,2,1.458333,1.000000,78,28825.000000,33715.000000,65052.243056,536435.000000,1.458333,True
1278,z6Sv4qUlb,2254649741,rumor,1353857292,0,25,197,191,138,6,1.481675,1.000000,138,29162.000000,65268.000000,417531.774869,12962306.000000,1.481675,True
1280,AqOxjfUSr,2762674741,rumor,1389027185,13,116,515,461,73,3,2.522876,3.000000,313,29733.000000,198387.000000,750674.138829,8566099.000000,2.522876,True
1281,zwQ2RiLKb,2097112435,rumor,1368608465,7,75,240,233,166,5,1.446352,1.000000,166,28848.000000,35322.000000,70828.944206,1708824.000000,1.446352,True
1282,yCqt5jB9c,1773143424,rumor,1347941507,7,44,103,99,56,5,1.666667,1.000000,56,29190.000000,58739.000000,412843.818182,5170397.000000,1.666667,True
1284,ABmDxcqIt,2771041282,rumor,1395021893,5,25,114,113,79,2,1.300885,1.000000,79,28878.000000,31185.000000,43733.070796,469051.000000,1.300885,True
1285,yCpAVhJWX,2335043077,rumor,1347933503,0,5,305,294,102,10,2.721088,2.000000,102,29019.000000,41039.500000,134969.244898,4421405.000000,2.721088,True
1286,zvn0plJpu,1808706890,rumor,1367774106,1,52,89,82,36,6,1.890244,2.000000,36,29119.000000,78073.000000,81243.329268,529390.000000,1.890244,True
1287,zmDMT6I6S,1253686121,rumor,1362813946,6,267,455,424,315,7,1.396226,1.000000,315,28884.000000,34496.000000,58962.037736,1549174.000000,1.396226,True
1288,ztjrWjqCm,2280441347,rumor,1366605078,3,8,99,97,46,7,2.051546,2.000000,46,29821.000000,38786.000000,104324.711340,1670467.000000,2.051546,True
1291,z6PPUs0BF,1745719040,rumor,1353832878,0,208,688,606,249,10,2.424092,2.000000,249,29469.000000,97846.000000,220162.874587,10447071.000000,2.424092,True
1294,z6RDgBMgA,2702377141,rumor,1353849336,0,42,141,132,113,3,1.166667,1.000000,113,28857.000000,31700.500000,189940.780303,4348487.000000,1.166667,True
1295,zxGOyxVkY,2484089162,rumor,1369092086,2,13,108,104,82,5,1.326923,1.000000,82,28899.000000,34655.000000,85744.057692,1428880.000000,1.326923,True
1297,z9eyzeWPt,2760991035,rumor,1355195871,1,64,841,816,231,13,3.158088,3.000000,231,29077.000000,141251.500000,205614.367647,5266932.000000,3.158088,True
1298,z8Bqr1o9q,2438564832,rumor,1354837241,4,37,334,318,208,9,1.616352,1.000000,208,28931.000000,59500.500000,294984.053459,43192149.000000,1.616352,True
1299,zfwouzwq3,2082306984,rumor,1358768659,2,23,125,116,66,6,1.810345,1.000000,66,28847.000000,32863.500000,67652.051724,947354.000000,1.810345,True
129,ztj9Anuwe,2473818520,rumor,1366602367,1,19,143,139,62,6,2.201439,2.000000,62,29070.000000,37963.000000,666322.309353,66762644.000000,2.201439,True
12,yD3RuCTdn,1971040242,rumor,1348302543,0,31,122,116,74,4,1.612069,1.000000,74,28840.000000,36758.500000,71662.353448,466578.000000,1.612069,True
1301,z7aZ18sps,3082384123,rumor,1354026683,0,84,468,448,212,9,2.051339,2.000000,212,28893.000000,83257.500000,657120.178571,72175018.000000,2.051339,True
1302,zeClQouVJ,1154814663,rumor,1358255035,6,62,419,380,158,9,2.544737,2.000000,158,28988.000000,62903.000000,98611.534211,2823126.000000,2.544737,True
1304,yDOpxvTei,2120204854,rumor,1348729159,3,54,363,350,241,7,1.465714,1.000000,241,28938.000000,39096.000000,103085.880000,6873196.000000,1.465714,True
1305,zr4WhA8Si,1799543710,rumor,1365335656,2,44,390,379,153,15,2.791557,2.000000,153,28853.000000,41221.000000,75283.928760,2322735.000000,2.791557,True
1307,zmlZ1kFbi,3165205560,rumor,1362650772,0,75,325,269,159,8,1.892193,1.000000,159,28957.000000,44057.000000,91540.323420,1615881.000000,1.892193,True
1309,zttELbIMy,2124799324,rumor,1366698622,7,55,154,151,92,3,1.437086,1.000000,92,28969.000000,32916.000000,152534.291391,947837.000000,1.437086,True
130,zx1DN86Fq,3197018764,rumor,1368714739,14,170,881,792,607,5,1.297980,1.000000,607,28970.000000,53501.000000,119768.369949,5180880.000000,1.297980,True
1310,zA35SilaH,1377736420,rumor,1370432707,1,45,135,120,18,2,1.850000,2.000000,102,29156.000000,39002.500000,55718.575000,371682.000000,1.850000,True
1314,ADyEsaYGS,1686349447,rumor,1396268442,289,272,408,403,313,2,1.219451,1.000000,313,28882.000000,30789.000000,40185.486352,853867.000000,1.219451,True
1315,AlgdQFzeg,2269758942,rumor,1385871615,33,0,81,75,60,2,1.200000,1.000000,60,31017.000000,186591.000000,403634.240000,13447690.000000,1.200000,True
1317,zlJlTh07Q,3173248943,rumor,1362296724,0,15,176,165,100,7,1.793939,1.000000,100,29389.000000,41385.000000,68575.054545,948313.000000,1.793939,True
131,zmDUsn5hB,1847018093,rumor,1362815064,3,51,145,140,44,7,2.764286,2.000000,44,29122.000000,131364.500000,186851.578571,3301289.000000,2.764286,True
1321,yCqMnbo3H,2545387252,rumor,1347944360,7,37,126,120,73,5,1.583333,1.000000,73,29232.000000,53080.000000,62815.775000,190998.000000,1.583333,True
1322,yCpETcuw7,1750320051,rumor,1347934088,2,28,177,174,92,8,1.862069,1.000000,92,28861.000000,37291.000000,44110.224138,288136.000000,1.862069,True
1323,zFUxpiOSy,1452677995,rumor,1373763605,38,380,471,412,246,2,1.402913,1.000000,246,28872.000000,40982.000000,274381.861650,3260856.000000,1.402913,True
1324,zqLCNaCcE,1337053191,rumor,1365158642,3,55,304,277,170,6,1.534296,1.000000,170,29003.000000,38812.000000,142399.895307,2040398.000000,1.534296,True
1325,yArux0bEt,1756969243,rumor,1346814451,0,106,153,146,82,7,2.095890,1.000000,82,28946.000000,34952.000000,103178.972603,3988720.000000,2.095890,True
1328,yx5czqGUQ,2584286825,rumor,1344905516,1,101,230,223,153,6,1.443946,1.000000,153,28900.000000,82408.000000,1857378.600897,18158006.000000,1.443946,True
1330,zkThHzD3E,2800281712,rumor,1361819536,9,472,492,470,299,6,1.508511,1.000000,299,29085.000000,55163.500000,169939.995745,2544834.000000,1.508511,True
1331,zp1pFwhuz,2164887935,rumor,1364166905,2,45,120,117,81,5,1.444444,1.000000,81,28929.000000,37516.000000,278632.179487,9606719.000000,1.444444,True
1333,z6NkSFNmW,1764313055,rumor,1353809962,0,15,255,247,70,8,2.376518,2.000000,82,29120.000000,54712.000000,85147.437247,466986.000000,2.376518,True
1335,z0b8rgbo2,2367071910,rumor,1350050549,0,34,137,131,103,4,1.251908,1.000000,103,28835.000000,30612.000000,53334.030534,655558.000000,1.251908,True
1336,zeeIdBdJQ,1821367335,rumor,1358038389,0,39,146,139,24,6,3.136691,4.000000,67,29127.000000,35877.000000,261663.870504,6230608.000000,3.136691,True
1337,z2e0C2FJx,2268603763,rumor,1351213324,0,60,173,167,68,8,2.473054,2.000000,68,28897.000000,47860.000000,79446.221557,896146.000000,2.473054,True
1338,zFfUWeuu4,2307495272,rumor,1373391326,7,167,602,500,111,2,1.778000,2.000000,389,29265.000000,101322.500000,116820.284000,2262224.000000,1.778000,True
1339,ADvKrbvld,2052821730,rumor,1396241832,227,189,536,527,342,2,1.351044,1.000000,342,28876.000000,36901.000000,43506.385199,240212.000000,1.351044,True
133,A30oxbhKj,3178215327,rumor,1375498629,12,400,249,236,197,2,1.165254,1.000000,197,28910.000000,34589.500000,346109.423729,65088842.000000,1.165254,True
1341,zeaHyyI7I,2165618650,rumor,1358001631,3,54,205,200,150,4,1.330000,1.000000,150,28836.000000,30554.500000,45748.530000,395891.000000,1.330000,True
1342,A5NXe3P3w,2290654535,rumor,1377089268,0,63,157,152,22,2,1.855263,2.000000,130,67778.000000,85561.500000,98245.802632,280113.000000,1.855263,True
1347,zdNSelhds,2138511690,rumor,1357792419,2,55,125,85,49,4,1.658824,1.000000,49,28863.000000,35554.000000,46779.600000,344573.000000,1.658824,True
1349,zwDKTufGV,2939266702,rumor,1368495833,1,149,787,684,294,9,2.203216,2.000000,294,28972.000000,103115.000000,156169.171053,9500483.000000,2.203216,True
134,zwXNVnPN7,2910563517,rumor,1368679577,4,46,238,86,72,3,1.186047,1.000000,72,28891.000000,29566.000000,43391.802326,372055.000000,1.186047,True
1350,z09fWdIiL,2949723697,rumor,1350033327,0,93,540,474,250,7,1.913502,1.000000,250,29091.000000,94806.000000,174244.008439,4545312.000000,1.913502,True
1351,yCpuC69wo,2344920841,rumor,1347932570,0,110,337,309,133,10,2.275081,2.000000,133,29050.000000,47920.000000,118869.132686,2455692.000000,2.275081,True
1352,zB3VDxnYv,1671201057,rumor,1371008579,18,218,770,672,425,2,1.367560,1.000000,425,28879.000000,42420.500000,64248.873512,3679146.000000,1.367560,True
1354,A1jVjCTLc,1970160693,rumor,1374541170,6,35,193,183,31,2,1.830601,2.000000,152,31275.000000,52416.000000,297559.491803,28549073.000000,1.830601,True
1356,yCpxKwt6X,1877789932,rumor,1347933033,1,28,142,137,69,6,1.832117,1.000000,69,28925.000000,48435.000000,198425.722628,2218639.000000,1.832117,True
1361,zExCmiJlG,2144108254,rumor,1372985328,2,65,129,113,43,2,1.619469,2.000000,70,29020.000000,154621.000000,459441.477876,23032073.000000,1.619469,True
1362,A1cnNj1h4,3217848597,rumor,1374472060,4,160,628,509,117,2,1.770138,2.000000,392,28886.000000,41402.000000,47727.532417,548402.000000,1.770138,True
1364,z7SYN3w1K,2758575061,rumor,1354429903,0,2,193,186,73,6,2.204301,2.000000,73,33275.000000,59888.000000,91767.951613,583525.000000,2.204301,True
1366,zfsJRnmEd,1750420913,rumor,1358735156,0,3,130,121,24,6,2.768595,3.000000,61,29130.000000,77746.000000,102221.157025,783505.000000,2.768595,True
1367,zvjIP7I3u,2476458562,rumor,1367744012,4,111,747,661,299,11,2.735250,2.000000,299,29104.000000,48968.000000,127252.352496,41184229.000000,2.735250,True
1368,ymmBst3H7,1731906254,rumor,1338814596,0,86,237,221,195,3,1.135747,1.000000,195,28880.000000,33529.000000,105637.298643,5089531.000000,1.135747,True
1369,zvvoT9i93,1338659735,rumor,1367851041,49,153,234,223,149,5,1.506726,1.000000,149,28885.000000,70290.000000,129838.569507,1626528.000000,1.506726,True
136,yAneBgBPm,2094447647,rumor,1346775437,2,88,535,513,126,12,3.608187,4.000000,126,28876.000000,62385.000000,125075.198830,5075434.000000,3.608187,True
1371,z7QPDjmF2,1271157454,rumor,1354410220,2,21,213,205,109,4,1.648780,1.000000,109,28853.000000,55021.000000,264593.409756,3326115.000000,1.648780,True
1373,zCJlIlePG,3552155453,rumor,1371956407,1,52,282,209,73,2,1.650718,2.000000,136,28872.000000,32667.000000,36527.741627,204004.000000,1.650718,True
1374,A02LCz3vv,3266122101,rumor,1373815718,1,51,162,160,44,2,1.725000,2.000000,116,29969.000000,74715.000000,138982.206250,1717201.000000,1.725000,True
1375,zeaKDafeN,2787803093,rumor,1358002086,1,34,186,181,41,5,2.215470,2.000000,87,28888.000000,33071.000000,56154.563536,949384.000000,2.215470,True
1377,zt0hh7n7C,2021331547,rumor,1366429371,0,3,305,301,219,5,1.348837,1.000000,219,29110.000000,30961.000000,31671.604651,128147.000000,1.348837,True
1379,zi7roqq7b,2293062781,rumor,1360244621,0,0,226,216,73,11,3.356481,2.000000,73,28881.000000,71472.000000,84599.523148,571060.000000,3.356481,True
137,zzj3JohLU,2683002893,rumor,1370010811,3,39,268,259,61,2,1.764479,2.000000,198,28910.000000,248090.500000,696918.170543,60553710.000000,1.764479,True
1381,zB3CFuRqe,2161578435,rumor,1371005774,3,45,789,745,277,2,1.628188,2.000000,468,28831.000000,534326.000000,571643.346309,19150809.000000,1.628188,True
1382,yBNNyCLvd,1945139410,rumor,1347587108,0,59,195,192,140,4,1.354167,1.000000,140,28838.000000,30285.500000,39653.005208,409899.000000,1.354167,True
1383,yvvoLsBQP,2720342772,rumor,1344009165,22,68,221,214,120,6,1.981308,1.000000,120,34092.000000,96609.000000,133488.182243,1566594.000000,1.981308,True
1384,zcdKsdGE2,2810305637,rumor,1356893117,0,240,854,709,318,8,2.218618,2.000000,318,29646.000000,67187.000000,94749.777151,4484495.000000,2.218618,True
1386,zqKJejaqX,2171224425,rumor,1365150431,1,87,467,400,183,7,2.072500,2.000000,183,28869.000000,38033.500000,125294.462500,2475734.000000,2.072500,True
1387,ztmhPs1kD,1308687840,rumor,1366631080,5,41,260,252,109,8,2.357143,2.000000,109,29070.000000,112516.500000,227612.805556,3373528.000000,2.357143,True
1388,yDHvut8ZU,1628683864,rumor,1348665886,5,53,359,342,265,4,1.283626,1.000000,265,28886.000000,74807.000000,421943.906433,8893803.000000,1.283626,True
138,zp28khUo5,2107500180,rumor,1364173506,9,90,506,489,298,5,1.570552,1.000000,298,28848.000000,108532.000000,263930.194274,24434529.000000,1.570552,True
1390,z9nSj7soG,2161578435,rumor,1355281272,1,91,795,748,357,4,1.651070,2.000000,357,28932.000000,266555.000000,380631.405080,5107012.000000,1.651070,True
1392,z1DkPewAO,2141275671,rumor,1350877214,0,180,464,410,288,5,1.439024,1.000000,288,28980.000000,60843.000000,237309.482927,5301997.000000,1.439024,True
1393,ADvVNh3Wt,1559725412,rumor,1396243511,42,43,201,200,44,2,1.777778,2.000000,154,29091.000000,34224.000000,41842.295000,314276.000000,1.777778,True
1394,zt2jvydo6,2475574571,rumor,1366448032,42,347,797,758,371,4,1.658311,2.000000,371,28825.000000,49039.500000,119781.992084,5445895.000000,1.658311,True
1395,zpSItflzE,2265438154,rumor,1364655417,5,146,716,616,355,6,1.961039,1.000000,355,28872.000000,71238.000000,122867.699675,4086279.000000,1.961039,True
1397,z3xY48R6c,3084292051,rumor,1351964462,2,192,494,383,191,7,1.759791,2.000000,191,29852.000000,63169.000000,136737.861619,9454983.000000,1.759791,True
1399,zqE8HkR65,1882371354,rumor,1365090038,9,179,519,494,271,8,1.904858,1.000000,271,28835.000000,34486.500000,114772.702429,21178102.000000,1.904858,True
139,z1kO9et2G,2727048505,rumor,1350707416,1,183,946,835,587,5,1.459880,1.000000,587,28858.000000,41545.000000,189055.318563,11163700.000000,1.459880,True
1400,Araxftdt2,1978207257,rumor,1389228803,0,9,111,106,8,3,1.933962,2.000000,97,43842.000000,68331.000000,71537.566038,135677.000000,1.933962,True
1402,z6DUFjQ5a,2718582072,rumor,1353723603,0,18,220,212,154,5,1.382075,1.000000,154,34025.000000,52499.500000,193083.617925,2778876.000000,1.382075,True
1403,zn4CumVyF,2435703477,rumor,1363059858,0,20,128,125,103,4,1.240000,1.000000,103,28852.000000,32087.000000,54599.768000,899866.000000,1.240000,True
1404,yx4uijftS,1570746453,rumor,1344898972,0,44,127,126,66,4,1.777778,1.000000,66,28859.000000,33897.000000,37531.571429,168884.000000,1.777778,True
1405,zlYTed3kJ,1394657835,rumor,1362439124,8,140,347,331,215,5,1.522659,1.000000,215,28845.000000,30837.000000,34189.661631,123443.000000,1.522659,True
1406,z6S7Bscka,1774817377,rumor,1353853823,14,441,493,480,357,4,1.318750,1.000000,357,28845.000000,32799.000000,146642.791667,3795279.000000,1.318750,True
1407,zsqTwbgbQ,2143365751,rumor,1366105091,7,130,245,234,134,6,1.679487,1.000000,134,29140.000000,50658.000000,155205.957265,2505121.000000,1.679487,True
1410,z30ZTeDFC,1775100753,rumor,1351662293,1,37,233,225,112,5,1.693333,2.000000,112,28818.000000,37511.000000,515215.515556,21619840.000000,1.693333,True
1411,zAls3m7kb,3264258762,rumor,1370600952,8,73,90,86,37,2,1.569767,2.000000,49,28879.000000,40525.500000,262838.790698,2435528.000000,1.569767,True
1413,yCptttaWO,2922641254,rumor,1347932402,0,58,232,222,63,5,1.981982,2.000000,111,28958.000000,38068.500000,466376.022523,17105711.000000,1.981982,True
1414,zELDHxF3Y,2117321881,rumor,1373113834,8,14,125,123,85,2,1.308943,1.000000,85,28842.000000,43761.000000,261728.414634,18582084.000000,1.308943,True
1415,ylJGjrGDl,1295303164,rumor,1338457886,0,172,365,325,134,7,2.138462,2.000000,134,28910.000000,349975.000000,503207.680000,9469987.000000,2.138462,True
1416,zfaHkAjx3,1947335820,rumor,1358569815,0,54,184,167,57,5,1.946108,2.000000,72,28857.000000,34726.000000,359096.419162,15097811.000000,1.946108,True
1419,yCs3kwBDw,1663618505,rumor,1347956030,0,81,417,364,223,11,1.994505,1.000000,223,30006.000000,266915.500000,348773.005495,7916350.000000,1.994505,True
141,z3lJJuTSl,2563620645,rumor,1351852366,2,210,687,562,256,8,2.268683,2.000000,256,31202.000000,198676.000000,268628.928444,6050590.000000,2.268683,True
1420,zoG6rv80H,1662245660,rumor,1363971601,1,47,278,255,111,7,2.066667,2.000000,111,29096.000000,1406556.000000,1038726.019608,10476888.000000,2.066667,True
1421,yzOKLlZ35,2562810123,rumor,1346459423,2,188,417,321,232,6,1.476636,1.000000,232,28836.000000,43445.000000,336804.031153,30708647.000000,1.476636,True
1422,zfuPGynMg,1916997175,rumor,1358754347,0,80,251,243,153,5,1.567901,1.000000,153,28830.000000,30711.000000,31460.024691,36655.000000,1.567901,True
1423,z6mHC9FYh,1804595460,rumor,1353565870,4,53,876,850,378,6,1.845882,2.000000,378,28827.000000,54368.500000,226413.909412,26670981.000000,1.845882,True
1424,zd4hRkpE6,1733770795,rumor,1357374626,8,77,740,708,556,4,1.244350,1.000000,556,28809.000000,30900.500000,304775.525424,37412502.000000,1.244350,True
1425,yBpo4sCSw,1806207824,rumor,1347363384,10,97,334,309,139,9,2.265372,2.000000,139,28961.000000,35705.000000,44027.378641,500442.000000,2.265372,True
1426,zAlDGmh2n,2010587693,rumor,1370602673,1,29,196,189,39,2,1.793651,2.000000,150,28993.000000,739422.000000,654249.084656,826495.000000,1.793651,True
1428,z9eNqAvLs,1676512160,rumor,1355198068,0,30,160,154,97,4,1.461039,1.000000,97,28924.000000,38126.500000,228972.772727,3896768.000000,1.461039,True
142,yx6KWBEuJ,2274646382,rumor,1344919762,10,330,667,644,474,5,1.355590,1.000000,474,31973.000000,115017.500000,2802513.156832,19440412.000000,1.355590,True
1430,AmtmJfBPA,2015688177,rumor,1386560288,134,576,613,237,204,2,1.135593,1.000000,204,33208.000000,117074.000000,554246.932489,5153420.000000,1.135593,True
1431,yFkoT2LyF,2295877594,rumor,1349590554,0,85,531,498,194,12,2.718876,2.000000,194,28848.000000,43077.500000,164215.877510,51907957.000000,2.718876,True
1432,z6StvwUhf,2382483922,rumor,1353857061,2,94,409,362,171,5,1.850829,2.000000,171,28886.000000,59258.500000,95321.900552,4129673.000000,1.850829,True
1433,zdl87pd8s,2727662307,rumor,1357528987,0,30,95,93,71,3,1.258065,1.000000,71,31891.000000,37215.000000,172624.258065,5690967.000000,1.258065,True
